No,70,128,351.2,0,0,No,no,0,0,4,Yes,0,No,Yes,No,0,Yes,Two Year,Credit Card,52,3675,,,7650-WQWA,Thomas Jackson,74,timothy96@rodgers.com,124.866.0160x586,1975-02-09,Male,IL,NOWU23714128929805,Prepaid,2023-07-24,2026-04-09,4747.11,17.31,394,287,"03512 Amy Curve
East Brandon, RI 34088",2020-12-26,17073.82,25.27,366,90,Active,2022-09-11,2025-01-07
No,2,8,20.9,0,0,No,no,0,0,4,No,7,No,Yes,No,0,Yes,One Year,Credit Card,55,104,,,9039-LTDP,Joseph White,76,stacy57@gmail.com,369-754-2412,1984-11-09,Female,NH,SVSZ70127633259968,Prepaid,2020-03-19,2026-11-08,18513.85,65.79,490,197,"647 Gilbert Islands Suite 013
Matthewbury, AZ 25717",2023-12-28,26052.58,17.17,211,301,Suspended,2022-06-24,2025-01-04
No,28,158,311.7,0,0,No,no,0,0,4,Yes,0,No,No,No,0,Yes,One Year,Credit Card,40,1122,,,9552-QCAO,Jennifer Lee,49,brownchristopher@ayers.biz,(490)891-7763x9548,1973-02-26,Female,LA,GQGQ98948293073712,Postpaid,2023-08-28,2026-07-25,21250.72,40.87,229,239,"52337 Anthony Glen Apt. 179
South Ryan, AK 78212",2024-04-03,20475.9,45.16,347,253,Active,2024-09-19,2025-01-01
No,1,2,6,0,0,No,no,0,0,0,No,0,No,No,No,0,No,Month-to-Month,Direct Debit,11,11,,,8785-ENDQ,Michael Garcia,34,smithjoshua@hotmail.com,232-194-8790x774,1978-07-15,Male,AZ,BWVV85428296270189,Prepaid,2024-04-25,2026-07-25,26790.38,62.78,31,9,"677 Bowen Row Apt. 039
East Bradleyton, TN 51189",2020-07-15,29554.27,47.98,438,440,Active,2022-12-22,2025-01-05
No,1,2,7,0,0,No,no,0,0,4,Yes,0,No,Yes,No,0,No,One Year,Direct Debit,29,29,,,0640-LNBK,Mary Smith,76,mia54@yahoo.com,+1-257-191-1731x473,1972-06-30,Male,OK,RDRB32612873605776,Prepaid,2024-04-29,2026-07-06,8954.34,41.92,339,325,"08393 Powell Ranch
Lake Jessicaville, MI 14527",2024-02-28,41730.48,94.22,325,135,Active,2022-08-05,2025-01-04
No,73,162,435.5,0,0,No,no,0,0,7,Yes,0,No,No,No,0,No,Two Year,Direct Debit,43,3121,,,4782-CHZM,Elizabeth Thomas,58,heathercoleman@mann.com,9178687499,1952-08-22,Male,GA,EZDZ11555184562874,Prepaid,2020-01-16,2025-03-17,49667.68,34.75,379,184,"10214 Robertson Roads Apt. 803
Nicoleberg, CA 91109",2024-02-16,15819.13,8.03,104,398,Active,2024-04-12,2025-01-18
No,47,264,759,0,0,No,no,0,0,23,Yes,0,Yes,No,No,0,Yes,Month-to-Month,Credit Card,41,1926,,,1380-YANO,Patricia Johnson,21,roberthernandez@henderson.com,001-732-575-2098,1959-04-04,Female,MA,CDXC91824247404774,Prepaid,2020-02-12,2026-06-27,32503.66,35.91,468,302,"USCGC Pittman
FPO AP 84857",2022-12-11,41311.69,48.06,120,278,Active,2023-06-29,2025-01-28
No,10,46,105.6,0,0,No,no,0,0,2,Yes,0,No,No,No,0,No,One Year,Credit Card,27,262,,,2754-HZFE,Jessica Thompson,51,bschneider@gmail.com,341.333.6353,1948-10-28,Female,GA,IWXP85214423716393,Postpaid,2022-02-17,2026-12-23,20814.08,99.82,78,184,"027 Davis Expressway Apt. 471
Bakerfurt, AR 22752",2021-09-29,35586.89,22.53,260,303,Suspended,2022-05-15,2025-01-28
No,70,187,422.5,1050,1022,Yes,yes,0,0,5,No,36,No,No,No,0,No,Two Year,Credit Card,24,1676,,,4676-RXAH,Charles Clark,56,gcarter@yahoo.com,+1-863-301-8800x37233,1963-07-15,Male,MD,PLXN74224221549051,Postpaid,2022-08-22,2026-11-29,26589.63,30.77,461,43,"88423 Christopher Flat
Woodchester, MI 38552",2021-04-16,6336.51,7.06,208,395,Active,2024-06-12,2025-01-18
No,20,40,141.1,0,0,No,no,0,0,0,No,0,Yes,No,No,0,No,One Year,Credit Card,9,180,,,6145-MBHF,Robert Martinez,28,riverabenjamin@murphy.com,334-534-7457x83398,1954-03-10,Female,AR,BMXI04030160408121,Prepaid,2022-07-21,2025-07-27,14920.6,26.46,409,288,"77557 Montgomery Union Apt. 622
South Kevin, OK 48911",2024-05-18,27558.79,58.21,45,34,Active,2022-11-22,2025-01-28
No,61,229,487.1,0,0,No,no,0,0,6,Yes,0,No,No,No,0,Yes,Two Year,Credit Card,52,3151,,,5992-ZZKY,John Rodriguez,39,robinsonthomas@hotmail.com,785-609-7328x784,1998-12-08,Male,ID,SJMA56658964765406,Prepaid,2022-11-01,2025-02-06,3106.37,84.18,3,243,"480 Yvonne Lock Suite 813
Kellyport, IL 71799",2022-04-29,41044.94,67.17,417,417,Active,2024-03-31,2025-01-27
No,13,34,103,0,0,No,no,0,0,7,Yes,0,No,No,No,0,No,Month-to-Month,Direct Debit,32,417,,,8539-DXRY,Barbara Lewis,41,duffymichael@hall-bell.biz,757.449.5795,1975-01-16,Male,WI,FWWF56061421345771,Postpaid,2021-08-02,2025-11-21,41504.71,5.72,249,290,"42125 Ramirez Mount
Brianside, NH 51234",2023-01-26,44122.19,14.11,434,239,Suspended,2022-10-15,2025-01-19
No,46,234,554.8,0,0,No,no,0,0,6,Yes,0,No,No,No,0,No,Month-to-Month,Direct Debit,28,1316,,,7420-TFLD,James Harris,53,larry74@leach.info,527-414-0169x1798,2004-06-02,Female,OR,PVSC04012601262542,Prepaid,2022-11-16,2025-02-11,38972.94,25.82,207,226,"USNS Mueller
FPO AE 88607",2020-04-21,5664.82,69.05,41,440,Active,2020-06-10,2025-01-11
No,2,10,17.7,0,0,No,no,0,0,24,Yes,0,Yes,No,No,0,No,Month-to-Month,Credit Card,21,41,,,0346-QDGF,Sarah Brown,22,dawn28@gillespie.info,(559)593-4193x47629,2005-01-14,Male,MI,FWBS76016249733589,Prepaid,2022-04-03,2025-06-12,45593.56,10.88,311,124,"9496 Garcia Road
Madisonborough, RI 34176",2021-12-19,13463.02,31.84,42,245,Active,2023-10-18,2025-01-05
No,53,409,846.2,0,0,No,no,0,0,37,Yes,0,Yes,No,No,0,No,Two Year,Credit Card,51,2680,,,1564-AAIM,Susan Anderson,25,josephwong@hotmail.com,467-904-5345x8993,1970-11-21,Female,ID,UPXU23878187482231,Prepaid,2025-01-09,2027-01-24,3344.79,13.95,222,463,"USNV Chavez
FPO AP 32725",2024-04-10,32552.78,89.63,387,320,Active,2023-07-10,2025-01-13
No,66,204,397.9,0,0,No,no,0,0,3,No,16,No,No,No,0,Yes,Two Year,Credit Card,35,2351,,,8995-MKVE,William Martin,62,yspears@yahoo.com,(232)182-2389x3606,2006-02-11,Female,WY,ISYO10138841895601,Postpaid,2021-09-28,2026-09-06,11093.34,13.21,348,314,"84518 Ian Track Apt. 777
West William, KY 35806",2020-06-28,19712.55,97.96,54,347,Active,2023-08-03,2025-01-16
No,43,86,255.2,0,0,No,no,0,0,7,Yes,0,No,Yes,No,0,No,One Year,Direct Debit,41,1761,,,5708-KVWR,Richard Walker,69,halllinda@hernandez.biz,836-862-1226x98419,2003-08-24,Female,IA,ILGK36508328373139,Prepaid,2023-08-11,2026-08-11,2805.16,43.76,451,155,"Unit 1376 Box 0924
DPO AP 19344",2020-06-26,35975.19,40.49,496,4,Active,2020-06-13,2025-01-05
No,25,72,227,0,0,No,no,0,0,1,Yes,0,No,No,No,0,No,One Year,Credit Card,32,799,,,6307-TNXU,Karen Robinson,63,thomas29@gmail.com,+1-679-551-2926x3843,1952-02-11,Female,VA,ZZDQ79495504387156,Postpaid,2022-02-16,2026-06-15,29402.25,43.18,8,52,"6174 Taylor Street
Pattersonmouth, SC 41294",2024-03-21,41769.31,34.67,90,381,Inactive,2023-06-12,2025-01-05
No,60,233,595.4,0,0,No,no,0,0,8,Yes,0,No,Yes,No,0,Yes,One Year,Credit Card,44,2639,,,7343-GNPD,Linda Hall,77,jamie92@hotmail.com,+1-092-409-2819x627,2002-01-31,Male,WY,SZUF07442020858783,Prepaid,2024-05-27,2026-03-07,21300.32,48.01,276,442,"08160 Anthony Lane Suite 166
West Jake, ND 74079",2020-06-08,27009.56,34.29,439,178,Active,2021-04-26,2025-01-06
No,63,128,316.7,0,0,No,no,0,0,3,Yes,0,No,No,No,0,No,One Year,Credit Card,47,2999,,,8190-LOMP,David Taylor,43,lhart@robbins.com,(191)873-1577x188,1990-08-14,Other,CO,YXXQ36171103896232,Prepaid,2024-07-27,2026-08-02,2472.37,10.45,91,272,"83374 Munoz Fords Suite 019
Jenningsberg, ID 13551",2022-05-26,7753.16,30.57,84,124,Active,2022-02-26,2025-01-29
No,65,241,456.7,0,0,No,no,0,0,2,Yes,0,No,Yes,No,0,Yes,One Year,Direct Debit,64,4167,,,9766-ZUAF,Thomas Jackson,82,vriddle@hotmail.com,+1-141-531-4216x03342,1981-11-08,Female,CO,MTQR14808997941189,Postpaid,2020-05-17,2026-06-16,47633.19,90.17,118,208,"07454 Rogers Mission Suite 352
Pattystad, WA 50384",2020-04-25,32417.48,57.35,315,262,Inactive,2021-11-14,2025-01-28
No,36,88,179.2,0,0,No,no,0,0,0,No,0,No,No,No,0,No,Two Year,Credit Card,12,440,,,0521-NSRI,Joseph White,59,ibruce@yahoo.com,+1-821-974-8505x362,1945-06-18,Female,WI,ZZXA05202265063881,Postpaid,2021-11-19,2025-03-21,14172.67,85.62,106,467,"25107 Schroeder Vista Suite 871
North Dustin, ND 64275",2021-06-26,15347.98,5.53,192,171,Active,2025-01-03,2025-01-20
No,73,460,1022.8,0,0,No,no,0,0,7,No,33,No,No,No,0,Yes,Two Year,Credit Card,37,2702,,,1260-SRKC,Jennifer Lee,43,powellemily@hotmail.com,537-195-1920x3513,1996-11-08,Male,OK,QGVE20409969924689,Hybrid,2021-12-10,2026-09-17,43432.36,63.02,164,466,"859 Laurie Loaf Apt. 088
West James, DE 23746",2023-03-11,44004.88,24.46,286,259,Active,2023-12-04,2025-01-28
No,47,178,421.5,0,0,No,no,0,0,4,Yes,0,No,No,No,0,Yes,Month-to-Month,Direct Debit,48,2254,,,5130-MPZE,Michael Garcia,33,adam96@snyder.com,176-277-4757,1981-12-14,Female,ID,JDVX62001074954269,Prepaid,2020-01-02,2025-02-01,37654.54,18.12,429,1,"07704 Teresa Valleys Apt. 652
Ritaville, NJ 82985",2023-09-16,45256.49,51.34,170,212,Active,2021-06-02,2025-01-10
Yes,61,107,242.5,0,0,No,no,0,0,13,Yes,0,Yes,No,No,0,No,Month-to-Month,Direct Debit,45,2717,,,7466-XCMA,Mary Smith,29,tfritz@gmail.com,945.337.9876,1979-09-28,Male,CA,AFYB71665692627622,Postpaid,2023-08-18,2026-09-03,1559.76,75.37,421,488,"18939 Mooney Alley Suite 144
Ashleyville, TX 28703",2020-05-07,40202.12,85.78,56,143,Active,2024-06-03,2025-01-17
No,70,187,492.5,0,0,No,no,0,0,9,Yes,0,No,No,No,0,Yes,Two Year,Direct Debit,24,1715,,,2267-OQZH,Elizabeth Thomas,35,justin85@perry.com,+1-107-679-5130x748,1949-07-05,Male,MN,ONCI08889755585345,Prepaid,2021-05-05,2025-12-25,18298.42,39.71,301,283,"86176 Nelson Plaza Suite 406
West Brittany, VA 52766",2020-06-27,35182.57,34.31,99,374,Active,2022-05-31,2025-01-14
No,18,36,123.2,0,0,No,no,0,0,1,Yes,0,No,No,No,0,Yes,One Year,Credit Card,19,342,,,9314-HLWC,Patricia Johnson,46,ymccoy@lewis.com,001-910-488-5569x9544,1989-01-13,Male,SD,RKWU30487138050317,Prepaid,2021-06-01,2025-03-09,23577.86,92.38,437,365,"50642 Stone Prairie
Jacobfurt, WI 10753",2021-06-07,33898.26,65.63,398,219,Active,2022-04-02,2025-01-29
No,3,6,16.2,0,0,No,no,0,0,5,Yes,0,No,No,No,0,No,Month-to-Month,Direct Debit,46,149,,,5957-MTAG,Jessica Thompson,51,brooke19@sutton.com,9186339677,1951-10-15,Male,WA,QEYM00274860840797,Prepaid,2022-09-29,2026-11-05,305.2,73.33,255,305,"005 Potts Flat Suite 594
Edwardsland, VA 03346",2021-10-13,31461.04,17.91,476,144,Inactive,2022-11-18,2025-01-24
No,46,300,740.2,184,427.8,Yes,yes,0,0,15,Yes,0,No,No,No,0,No,One Year,Direct Debit,50,2325,,,6076-RCCT,Charles Clark,35,ramirezryan@gmail.com,(001)142-2238,1986-02-10,Female,WY,BTMT40998104349656,Postpaid,2020-04-19,2025-12-10,20873.12,62.65,497,113,"967 Joshua Forks
New Allen, CA 27844",2024-11-09,46456.13,82.25,388,343,Active,2021-10-22,2025-01-05
No,32,64,126.1,256,265.6,Yes,yes,0,0,9,No,32,No,No,No,0,Yes,Two Year,Credit Card,30,960,,,0476-UFII,Robert Martinez,59,karl43@olsen.net,001-509-015-6445x660,1959-02-24,Female,MN,MFTE06493029881440,Prepaid,2024-09-15,2025-10-22,25238.74,64.03,143,19,"5642 Derrick Loop
Port Veronica, NH 82537",2022-11-26,38678.35,21.5,101,288,Active,2021-12-14,2025-01-19
No,46,118,369.6,0,0,No,no,0,0,0,No,0,No,No,No,0,No,Two Year,Direct Debit,12,543,,,9560-DMCL,John Rodriguez,40,icook@shepherd.com,+1-674-197-5581x40771,1960-03-20,Male,UT,PZCN52041167240122,Hybrid,2024-07-25,2026-05-21,1710.43,16.02,422,344,"97222 Carol Manor Apt. 875
Murrayburgh, MT 98927",2023-01-04,20288.06,9,185,203,Active,2024-12-10,2025-01-11
No,11,81,166.7,0,0,No,no,0,0,14,Yes,0,Yes,No,No,0,Yes,Month-to-Month,Credit Card,48,537,,,5297-BENZ,Barbara Lewis,29,sabrina61@gmail.com,+1-190-561-4531,1962-07-09,Male,TX,PNJM70675928985784,Prepaid,2020-12-27,2025-12-23,4308.15,74.43,395,270,"USNS Rivas
FPO AP 61260",2023-06-09,32512.44,85.15,80,107,Active,2022-03-21,2025-01-06
No,1,4,14,0,0,No,no,0,0,3,Yes,0,No,No,No,0,No,Month-to-Month,Credit Card,27,27,,,8822-KJPV,James Harris,42,nicolestrickland@williams.com,811.832.4148x03354,1996-11-06,Male,NJ,LXWM00997924043574,Postpaid,2020-04-01,2025-07-21,47185.5,16.7,180,297,"9604 Petty Port
Gregoryview, VA 27464",2020-10-29,45614.25,6.47,308,371,Active,2021-01-22,2025-01-06
No,53,228,695,0,0,No,no,0,0,0,No,0,Yes,No,No,0,No,One Year,Direct Debit,7,372,,,5559-DOEH,Sarah Brown,24,susan93@hotmail.com,896.425.1005,1978-06-08,Female,MN,FKPW53651961637705,Prepaid,2024-06-08,2025-12-29,30073.24,46.57,112,362,"634 Allen Ports
Josephburgh, AZ 70793",2020-07-11,21321.45,28.64,480,261,Active,2022-04-04,2025-01-26
No,64,94,254.4,0,0,No,no,0,0,5,Yes,0,No,Yes,No,0,Yes,Two Year,Direct Debit,60,3811,,,0544-HTAB,Susan Anderson,76,gavinsellers@chavez-stanley.com,445951717,1949-02-27,Male,NM,LVNZ98325745400393,Postpaid,2023-04-26,2026-05-21,43857.63,82.53,14,84,"PSC 3619, Box 6660
APO AA 46223",2021-03-28,7432.36,20.44,341,404,Inactive,2025-01-30,2025-01-23
No,59,300,587.5,0,0,No,no,0,0,0,No,0,No,No,No,0,No,Two Year,Direct Debit,11,674,,,1633-FVON,William Martin,39,harrisondeborah@jackson.com,+1-893-090-7224x746,1967-09-12,Male,NV,CZQJ99961950568807,Hybrid,2020-03-08,2026-10-10,42514.84,31.97,50,156,"3295 Jensen Street
North Ashleyland, MT 19668",2023-08-02,19726.44,58.98,208,393,Suspended,2023-09-21,2025-01-06
No,56,168,500,0,0,No,no,0,0,10,Yes,0,No,Yes,No,0,Yes,One Year,Direct Debit,61,3397,,,1299-WYLC,Richard Walker,70,marcsmall@hotmail.com,568-234-7040x69498,1970-05-07,Other,MN,ZUMR30110560578506,Prepaid,2020-11-12,2026-07-23,3105.61,82.32,286,196,"839 Elizabeth Place
New Rachaelmouth, MT 52125",2021-12-03,7149.07,24.43,118,411,Inactive,2023-12-24,2025-01-10
No,48,251,724.8,0,0,No,no,0,0,4,Yes,0,No,No,No,0,No,One Year,Credit Card,30,1434,,,1712-GSRD,Karen Robinson,54,tim53@garcia.com,(437)205-9413x355,1999-08-30,Female,DC,TFCE44531052863925,Hybrid,2020-03-01,2026-08-27,5180.16,51.61,183,413,"8560 Tonya Dale Suite 928
Shahfort, AZ 44921",2020-04-16,32551.2,20.33,348,130,Inactive,2021-08-31,2025-01-10
No,28,108,282.4,0,0,No,no,0,0,1,Yes,0,No,Yes,No,0,No,One Year,Direct Debit,28,796,,,9518-SUYQ,Linda Hall,85,kthornton@griffin.biz,001-379-422-5727x6654,1982-12-12,Male,MN,ZFWG74970299680810,Hybrid,2023-08-25,2026-11-10,46203.17,4.7,448,191,"4208 Bell Keys
West Deborah, PA 09419",2024-08-30,26578.19,91.82,435,146,Active,2022-12-24,2025-01-21
No,47,116,281.8,0,0,No,no,0,0,0,No,0,No,No,No,0,No,One Year,Credit Card,16,755,,,2605-TOXT,David Taylor,47,mcculloughryan@castaneda.info,(658)745-2810x15189,1975-03-09,Female,MD,HSDS55056501507674,Prepaid,2021-02-01,2026-08-06,26607.73,23.33,113,83,"085 Perez Turnpike Apt. 575
Josephchester, MS 96930",2021-08-31,11815.21,36.87,404,341,Inactive,2021-01-02,2025-01-26
No,42,96,291.8,0,0,No,no,0,0,9,No,51,No,No,No,0,Yes,Month-to-Month,Direct Debit,59,2452,,,3733-EZWS,Thomas Jackson,37,penny55@yahoo.com,028.455.9140x15990,2002-09-04,Male,GA,ZETI71366938007411,Postpaid,2023-03-30,2025-12-20,21597.45,58.74,203,10,"5005 Simmons Springs Apt. 235
Lake Daniel, HI 89040",2024-03-07,8617.7,70.46,16,231,Suspended,2023-02-25,2025-01-04
No,48,96,289.8,0,0,No,no,0,0,0,No,0,No,No,No,0,No,Two Year,Direct Debit,7,340,,,6341-KAZD,Joseph White,34,ewagner@parker.com,001-460-283-6170x528,1961-12-03,Female,TX,WBAS02240928822060,Prepaid,2020-01-23,2026-05-26,14239.64,11.13,269,311,"4076 Charles Plains Suite 313
Port Randallfort, CT 14911",2022-05-30,22875.55,10.25,31,449,Active,2020-10-04,2025-01-05
No,9,45,148,0,0,No,no,0,0,14,Yes,0,Yes,No,No,0,No,Month-to-Month,Credit Card,47,439,,,9484-NQCR,Jennifer Lee,29,sotokatie@hotmail.com,395.724.1434,1952-07-27,Male,VT,YVNH13860868377909,Prepaid,2022-10-30,2025-11-02,32530.13,54.5,419,46,"5335 Austin Cliffs
Lowechester, OH 44829",2021-09-19,100.99,35.37,265,406,Active,2020-05-09,2025-01-11
No,36,248,534.7,0,0,No,no,0,0,6,Yes,0,No,No,No,0,No,One Year,Direct Debit,22,786,,,6102-OALZ,Michael Garcia,55,jamesarmstrong@anderson-fitzgerald.com,502.440.4454x830,1973-10-16,Female,IN,OQDV64619416385676,Prepaid,2021-05-31,2025-07-16,21748.21,32.45,455,142,"22613 Knight Mountain
Justintown, NM 98481",2024-05-21,33444.42,35.82,80,38,Active,2022-07-10,2025-01-22
No,51,292,767.8,0,0,No,no,0,0,0,No,0,Yes,No,No,0,No,Two Year,Direct Debit,12,638,,,9351-ELBM,Mary Smith,24,watkinsmelinda@yahoo.com,892.929.9865,1947-09-18,Female,WV,MIRV04201996563119,Prepaid,2021-03-24,2026-01-24,24689.37,20.43,294,489,"985 Smith Track Suite 374
North Amandamouth, KS 41352",2024-01-25,41413.85,7.91,135,18,Active,2020-03-14,2025-01-03
No,46,145,325.3,0,0,No,no,0,0,0,No,0,No,No,No,0,No,Two Year,Credit Card,13,616,,,7023-YWYM,Elizabeth Thomas,60,tateleslie@gmail.com,001-624-806-4140x77521,1962-05-10,Male,KY,TKCO06900043738589,Postpaid,2023-09-27,2026-07-26,31635.63,46.83,216,87,"2477 Hernandez Forge Apt. 652
Harrisonborough, UT 87706",2024-07-29,3306.36,2.42,319,32,Active,2020-04-11,2025-01-21
No,30,67,179.4,0,0,No,no,0,0,4,Yes,0,No,No,No,0,No,Month-to-Month,Credit Card,19,577,,,0993-JKUA,Patricia Johnson,46,efisher@yahoo.com,(452)973-3685,1960-07-26,Female,NJ,EJPS30775624463519,Postpaid,2020-12-17,2025-12-06,40245.55,84.85,462,383,"996 Johnson Land Suite 345
Port Amberchester, ME 19835",2023-05-06,27801.27,38.4,396,116,Active,2022-11-30,2025-01-30
